frame_id,dataset,source_video_id,frame_seconds,width,height,assigned_quota,assigned_batch_id,time_of_day,weather,lighting_type,is_indoor,people_count_bucket,has_clearly_visible_person,has_open_floor_or_ground_space,person_holding_object,has_wall_signage_visible,has_traffic_light_visible,traffic_light_state,has_stop_sign_visible,has_road_sign_visible,has_clear_road_ahead,vehicle_count_in_scene,has_visible_damage,has_undamaged_surface_target,has_handheld_object_visible,has_open_surface_space,family,tier,pool,assigned_variant,assigned_prompt_template,assigned_prompt_filled,flagged,flagged_reason,hero_candidate,target_time,target_weather,target_lighting,target_crowd,param_location,param_activity,param_clothing,param_original_object,param_new_object,param_person_reference,param_signage_type,param_current_color,param_target_color,param_hazard_type,param_vehicle_description,param_damage_type,param_surface_type,param_object_description,param_scene_type,param_time,param_count,param_setting,param_weather,param_traffic_density,param_scene,param_subject,t1_subtype,t2_subtype,assigned_item_id
casia_Au_arc_00033,casia,,,384,256,phone_T1_train,phone_train_T1,midday,clear,daylight,0,sparse,1,1,,,,,,,,,0,1,0,1,phone,T1,train,C,X-T1-WEATHER-PHN,"Change the weather in this phone photograph from clear to fog. Add ground-level fog and reduced visibility consistent with fog. Adjust lighting, sky, and ground appearance to match. Keep all people, vehicles, objects, structures, and signage exactly as they appear in the original image. Make it look as photorealistic as possible. Change as little as possible beyond what the weather change requires. Don't change any details of the original photo other than the weather.",0,,0,,fog,,,,,,,,,,,,,,,,,,,,,,,,,WEATHER,,item_00537_phone_T1_train_C
casia_Au_arc_00048,casia,,,384,256,phone_T1_train,phone_train_T1,midday,clear,daylight,0,empty,0,1,,,,,,,,,0,1,0,1,phone,T1,train,B,X-T1-LIGHTING-PHN,"Change the lighting in this phone photograph from daylight to dim. Adjust color temperature, contrast, and brightness throughout the image. Do not change the time of day or weather. Keep all people, vehicles, objects, structures, and signage exactly as they appear. Make it look as photorealistic as possible. Change as little as possible beyond the lighting. Don't change any details of the original photo other than the lighting.",0,,0,,,dim,,,,,,,,,,,,,,,,,,,,,,,,LIGHTING,,item_00506_phone_T1_train_B
casia_Au_arc_00066,casia,,,384,256,phone_T1_test,phone_test_T1,midday,clear,daylight,0,sparse,0,1,,,,,,,,,0,1,0,1,phone,T1,test,C,X-T1-CROWD-PHN,"Change the number of people visible in this phone photograph from approximately sparse to approximately crowded. Add additional people consistent with the setting. Keep the existing scene composition, lighting, and all non-person elements (vehicles, structures, objects, signage) exactly as they appear. Any people added or kept should match the lighting, scale, and style of the original. Make it look as photorealistic as possible. Don't change any details of the original photo other than the people count.",0,,0,,,,crowded,,,,,,,,,,,,,,,,,,,,,,,CROWD,,item_00675_phone_T1_test_C
casia_Au_arc_00100,casia,,,384,256,phone_T2_train_has_handheld_object_visible,phone_train_T2,midday,overcast,daylight,0,sparse,1,1,,,,,,,,,0,1,1,1,phone,T2,train,B,X-T2-SWAP-OBJECT-PHN,"In this phone photograph, find the cup at approximately the center of the image. Replace it with mug of comparable size, positioned in the same place. Match the lighting, shadow, and perspective of the original. Keep everything else exactly as it appears. Make it look as photorealistic as possible. The substitution should be undetectable.",0,,0,,,,,the center of the image,,,cup,mug,,,,,,,,,,,,,,,,,,,SWAP-OBJECT-PHN,item_00634_phone_T2_train_B
casia_Au_arc_10101,casia,,,240,180,phone_T2_train_has_undamaged_surface_target,phone_train_T2,midday,overcast,daylight,0,sparse,1,1,,,,,,,,,0,1,0,1,phone,T2,train,A,X-T2-ADD-DAMAGE-PHN,"Add visible damage of type crack to the glass or smooth surface at approximately the visible edge in this phone photograph. The damage should be consistent with realistic wear or impact — matching the lighting, shadow, and material properties of the surrounding surface. Keep everything else in the photograph exactly as it appears. Make it look as photorealistic as possible. The damage should look organic, as if it had actually occurred.",0,,0,,,,,the visible edge,,,,,,,,,,,crack,glass or smooth surface,,,,,,,,,,,ADD-DAMAGE,item_00567_phone_T2_train_A
casia_Au_arc_10102,casia,,,240,160,phone_T1_test,phone_test_T1,midday,overcast,daylight,0,empty,0,0,,,,,,,,,0,1,0,0,phone,T1,test,B,X-T1-TIME-PHN,"Shift the time of day in this phone photograph from midday to night. Adjust lighting, shadow direction, sky color, and ambient brightness to match night. Keep all people, vehicles, objects, structures, and signage exactly as they appear in the original image — same positions, same poses, same details. Make it look as photorealistic as possible. Change as little as possible beyond the lighting and time-of-day cues. Don't change any details of the original photo other than what's needed for the time shift.",0,,0,night,,,,,,,,,,,,,,,,,,,,,,,,,,TIME,,item_00668_phone_T1_test_B
casia_Au_arc_10110,casia,,,240,160,phone_T2_train_has_undamaged_surface_target,phone_train_T2,midday,overcast,daylight,0,empty,0,0,,,,,,,,,0,1,0,0,phone,T2,train,A,X-T2-ADD-DAMAGE-PHN,"Add visible damage of type chip to the painted surface at approximately the center in this phone photograph. The damage should be consistent with realistic wear or impact — matching the lighting, shadow, and material properties of the surrounding surface. Keep everything else in the photograph exactly as it appears. Make it look as photorealistic as possible. The damage should look organic, as if it had actually occurred.",0,,0,,,,,the center,,,,,,,,,,,chip,painted surface,,,,,,,,,,,ADD-DAMAGE,item_00564_phone_T2_train_A
casia_Au_arc_20019,casia,,,800,518,phone_T1_train,phone_train_T1,midday,clear,daylight,0,sparse,1,1,,,,,,,,,1,0,0,1,phone,T1,train,A,X-T1-WEATHER-PHN,"Change the weather in this phone photograph from clear to fog. Add ground-level fog and reduced visibility consistent with fog. Adjust lighting, sky, and ground appearance to match. Keep all people, vehicles, objects, structures, and signage exactly as they appear in the original image. Make it look as photorealistic as possible. Change as little as possible beyond what the weather change requires. Don't change any details of the original photo other than the weather.",0,,0,,fog,,,,,,,,,,,,,,,,,,,,,,,,,WEATHER,,item_00553_phone_T1_train_A
casia_Au_arc_20026,casia,,,800,600,phone_T1_train,phone_train_T1,midday,clear,daylight,0,empty,0,1,,,,,,,,,0,1,0,1,phone,T1,train,A,X-T1-TIME-PHN,"Shift the time of day in this phone photograph from midday to golden hour. Adjust lighting, shadow direction, sky color, and ambient brightness to match golden hour. Keep all people, vehicles, objects, structures, and signage exactly as they appear in the original image — same positions, same poses, same details. Make it look as photorealistic as possible. Change as little as possible beyond the lighting and time-of-day cues. Don't change any details of the original photo other than what's needed for the time shift.",0,,0,golden hour,,,,,,,,,,,,,,,,,,,,,,,,,,TIME,,item_00496_phone_T1_train_A
casia_Au_arc_20040,casia,,,800,518,phone_T1_train,phone_train_T1,dusk,overcast,daylight,0,sparse,0,1,,,,,,,,,0,1,0,1,phone,T1,train,C,X-T1-LIGHTING-PHN,"Change the lighting in this phone photograph from daylight to incandescent. Adjust color temperature, contrast, and brightness throughout the image. Do not change the time of day or weather. Keep all people, vehicles, objects, structures, and signage exactly as they appear. Make it look as photorealistic as possible. Change as little as possible beyond the lighting. Don't change any details of the original photo other than the lighting.",0,,0,,,incandescent,,,,,,,,,,,,,,,,,,,,,,,,LIGHTING,,item_00498_phone_T1_train_C
casia_Au_arc_20043,casia,,,800,518,phone_T2_test_has_open_surface_space,phone_test_T2,midday,overcast,daylight,0,empty,0,1,,,,,,,,,0,1,0,1,phone,T2,test,A,X-T2-ADD-OBJECT-PHN,"Add a folded receipt to this phone photograph, positioned at approximately the table surface. The object should appear at a scale and perspective consistent with the scene, with lighting and shadow matching the original. Keep everything else in the photograph exactly as it appears. Make it look as photorealistic as possible. The object should look like it has always been in that position.",0,,0,,,,,the table surface,,,,,,,,,,,,,a folded receipt,,,,,,,,,,ADD-OBJECT,item_00692_phone_T2_test_A
casia_Au_arc_20082,casia,,,468,648,phone_T2_test_has_undamaged_surface_target,phone_test_T2,midday,overcast,daylight,0,sparse,0,1,,,,,,,,,0,1,0,1,phone,T2,test,C,X-T2-ADD-DAMAGE-PHN,"Add visible damage of type crack to the glass or smooth surface at approximately the visible edge in this phone photograph. The damage should be consistent with realistic wear or impact — matching the lighting, shadow, and material properties of the surrounding surface. Keep everything else in the photograph exactly as it appears. Make it look as photorealistic as possible. The damage should look organic, as if it had actually occurred.",0,,0,,,,,the visible edge,,,,,,,,,,,crack,glass or smooth surface,,,,,,,,,,,ADD-DAMAGE,item_00682_phone_T2_test_C
casia_Au_arc_30021,casia,,,384,256,phone_T1_test,phone_test_T1,midday,overcast,daylight,0,empty,0,1,,,,,,,,,0,1,0,1,phone,T1,test,C,X-T1-TIME-PHN,"Shift the time of day in this phone photograph from midday to dusk. Adjust lighting, shadow direction, sky color, and ambient brightness to match dusk. Keep all people, vehicles, objects, structures, and signage exactly as they appear in the original image — same positions, same poses, same details. Make it look as photorealistic as possible. Change as little as possible beyond the lighting and time-of-day cues. Don't change any details of the original photo other than what's needed for the time shift.",0,,0,dusk,,,,,,,,,,,,,,,,,,,,,,,,,,TIME,,item_00660_phone_T1_test_C
casia_Au_arc_30024,casia,,,384,256,phone_T2_train_has_visible_damage,phone_train_T2,midday,overcast,daylight,0,empty,0,1,,,,,,,,,1,1,0,1,phone,T2,train,B,X-T2-REMOVE-DAMAGE-PHN,"Remove the visible damage at approximately the upper area of the surface from this phone photograph. Replace the damaged area with a clean, undamaged surface that matches the surrounding material (paint, metal, plastic, fabric, drywall as appropriate). Keep everything else in the photograph exactly as it appears — same lighting, same composition, same other details. Make it look as photorealistic as possible. The surface should appear as if no damage had ever occurred.",0,,0,,,,,the upper area of the surface,,,,,,,,,,,,,,,,,,,,,,,REMOVE-DAMAGE,item_00609_phone_T2_train_B
casia_Au_arc_30033,casia,,,384,256,phone_T2_test_has_visible_damage,phone_test_T2,midday,clear,daylight,0,sparse,1,1,,,,,,,,,1,1,0,1,phone,T2,test,C,X-T2-REMOVE-DAMAGE-PHN,"Remove the visible damage at approximately the visible edge of the surface from this phone photograph. Replace the damaged area with a clean, undamaged surface that matches the surrounding material (paint, metal, plastic, fabric, drywall as appropriate). Keep everything else in the photograph exactly as it appears — same lighting, same composition, same other details. Make it look as photorealistic as possible. The surface should appear as if no damage had ever occurred.",0,,0,,,,,the visible edge of the surface,,,,,,,,,,,,,,,,,,,,,,,REMOVE-DAMAGE,item_00703_phone_T2_test_C
casia_Au_arc_30065,casia,,,256,384,phone_T2_train_has_handheld_object_visible,phone_train_T2,midday,clear,daylight,0,sparse,1,1,,,,,,,,,0,1,1,1,phone,T2,train,A,X-T2-SWAP-OBJECT-PHN,"In this phone photograph, find the keys at approximately the center of the image. Replace it with coins of comparable size, positioned in the same place. Match the lighting, shadow, and perspective of the original. Keep everything else exactly as it appears. Make it look as photorealistic as possible. The substitution should be undetectable.",0,,0,,,,,the center of the image,,,keys,coins,,,,,,,,,,,,,,,,,,,SWAP-OBJECT-PHN,item_00621_phone_T2_train_A
casia_Au_arc_30097,casia,,,384,256,phone_T1_test,phone_test_T1,night,clear,LED_warm,0,empty,0,1,,,,,,,,,0,1,0,1,phone,T1,test,B,X-T1-CROWD-PHN,"Change the number of people visible in this phone photograph from approximately empty to approximately crowded. Add additional people consistent with the setting. Keep the existing scene composition, lighting, and all non-person elements (vehicles, structures, objects, signage) exactly as they appear. Any people added or kept should match the lighting, scale, and style of the original. Make it look as photorealistic as possible. Don't change any details of the original photo other than the people count.",0,,0,,,,crowded,,,,,,,,,,,,,,,,,,,,,,,CROWD,,item_00647_phone_T1_test_B
casia_Au_arc_30112,casia,,,384,256,phone_T2_test_has_open_surface_space,phone_test_T2,night,indeterminate,mixed,0,empty,0,1,,,,,,,,,0,1,0,1,phone,T2,test,C,X-T2-ADD-OBJECT-PHN,"Add a folded receipt to this phone photograph, positioned at approximately the table surface. The object should appear at a scale and perspective consistent with the scene, with lighting and shadow matching the original. Keep everything else in the photograph exactly as it appears. Make it look as photorealistic as possible. The object should look like it has always been in that position.",0,,0,,,,,the table surface,,,,,,,,,,,,,a folded receipt,,,,,,,,,,ADD-OBJECT,item_00697_phone_T2_test_C
casia_Au_arc_30114,casia,,,384,256,phone_T2_train_has_visible_damage,phone_train_T2,midday,clear,daylight,0,sparse,1,1,,,,,,,,,1,1,0,1,phone,T2,train,A,X-T2-REMOVE-DAMAGE-PHN,"Remove the visible damage at approximately the visible edge of the surface from this phone photograph. Replace the damaged area with a clean, undamaged surface that matches the surrounding material (paint, metal, plastic, fabric, drywall as appropriate). Keep everything else in the photograph exactly as it appears — same lighting, same composition, same other details. Make it look as photorealistic as possible. The surface should appear as if no damage had ever occurred.",0,,0,,,,,the visible edge of the surface,,,,,,,,,,,,,,,,,,,,,,,REMOVE-DAMAGE,item_00611_phone_T2_train_A
casia_Au_arc_30118,casia,,,384,256,phone_T1_train,phone_train_T1,golden_hour,overcast,daylight,0,empty,0,0,,,,,,,,,0,0,0,0,phone,T1,train,A,X-T1-CROWD-PHN,"Change the number of people visible in this phone photograph from approximately empty to approximately sparse. Add additional people consistent with the setting. Keep the existing scene composition, lighting, and all non-person elements (vehicles, structures, objects, signage) exactly as they appear. Any people added or kept should match the lighting, scale, and style of the original. Make it look as photorealistic as possible. Don't change any details of the original photo other than the people count.",0,,0,,,,sparse,,,,,,,,,,,,,,,,,,,,,,,CROWD,,item_00559_phone_T1_train_A
casia_Au_arc_30126,casia,,,384,256,phone_T1_train,phone_train_T1,midday,clear,daylight,0,empty,0,1,,,,,,,,,0,1,0,1,phone,T1,train,B,X-T1-CROWD-PHN,"Change the number of people visible in this phone photograph from approximately empty to approximately moderate. Add additional people consistent with the setting. Keep the existing scene composition, lighting, and all non-person elements (vehicles, structures, objects, signage) exactly as they appear. Any people added or kept should match the lighting, scale, and style of the original. Make it look as photorealistic as possible. Don't change any details of the original photo other than the people count.",0,,0,,,,moderate,,,,,,,,,,,,,,,,,,,,,,,CROWD,,item_00527_phone_T1_train_B
casia_Au_arc_30178,casia,,,256,384,phone_T1_train,phone_train_T1,midday,overcast,daylight,0,empty,0,0,,,,,,,,,0,1,0,0,phone,T1,train,C,X-T1-TIME-PHN,"Shift the time of day in this phone photograph from midday to evening. Adjust lighting, shadow direction, sky color, and ambient brightness to match evening. Keep all people, vehicles, objects, structures, and signage exactly as they appear in the original image — same positions, same poses, same details. Make it look as photorealistic as possible. Change as little as possible beyond the lighting and time-of-day cues. Don't change any details of the original photo other than what's needed for the time shift.",0,,0,evening,,,,,,,,,,,,,,,,,,,,,,,,,,TIME,,item_00504_phone_T1_train_C
casia_Au_arc_30190,casia,,,256,384,phone_T1_train,phone_train_T1,midday,clear,daylight,0,empty,0,1,,,,,,,,,0,1,0,1,phone,T1,train,C,X-T1-LIGHTING-PHN,"Change the lighting in this phone photograph from daylight to incandescent. Adjust color temperature, contrast, and brightness throughout the image. Do not change the time of day or weather. Keep all people, vehicles, objects, structures, and signage exactly as they appear. Make it look as photorealistic as possible. Change as little as possible beyond the lighting. Don't change any details of the original photo other than the lighting.",0,,0,,,incandescent,,,,,,,,,,,,,,,,,,,,,,,,LIGHTING,,item_00546_phone_T1_train_C
casia_Au_arc_30191,casia,,,384,256,phone_T2_train_has_visible_damage,phone_train_T2,midday,clear,daylight,0,empty,0,1,,,,,,,,,1,1,0,1,phone,T2,train,B,X-T2-REMOVE-DAMAGE-PHN,"Remove the visible damage at approximately the corner of the surface from this phone photograph. Replace the damaged area with a clean, undamaged surface that matches the surrounding material (paint, metal, plastic, fabric, drywall as appropriate). Keep everything else in the photograph exactly as it appears — same lighting, same composition, same other details. Make it look as photorealistic as possible. The surface should appear as if no damage had ever occurred.",0,,0,,,,,the corner of the surface,,,,,,,,,,,,,,,,,,,,,,,REMOVE-DAMAGE,item_00618_phone_T2_train_B
casia_Au_arc_30202,casia,,,384,256,phone_T1_train,phone_train_T1,midday,overcast,daylight,0,empty,0,1,,,,,,,,,0,1,0,1,phone,T1,train,C,X-T1-LIGHTING-PHN,"Change the lighting in this phone photograph from daylight to LED cool. Adjust color temperature, contrast, and brightness throughout the image. Do not change the time of day or weather. Keep all people, vehicles, objects, structures, and signage exactly as they appear. Make it look as photorealistic as possible. Change as little as possible beyond the lighting. Don't change any details of the original photo other than the lighting.",0,,0,,,LED cool,,,,,,,,,,,,,,,,,,,,,,,,LIGHTING,,item_00486_phone_T1_train_C
casia_Au_arc_30218,casia,,,384,256,phone_T1_train,phone_train_T1,midday,overcast,daylight,0,empty,0,1,,,,,,,,,0,1,0,1,phone,T1,train,B,X-T1-WEATHER-PHN,"Change the weather in this phone photograph from overcast to light rain. Add scattered raindrops and slightly wet surfaces consistent with light rain. Adjust lighting, sky, and ground appearance to match. Keep all people, vehicles, objects, structures, and signage exactly as they appear in the original image. Make it look as photorealistic as possible. Change as little as possible beyond what the weather change requires. Don't change any details of the original photo other than the weather.",0,,0,,light rain,,,,,,,,,,,,,,,,,,,,,,,,,WEATHER,,item_00485_phone_T1_train_B
casia_Au_arc_30223,casia,,,256,384,phone_T1_train,phone_train_T1,midday,overcast,daylight,0,sparse,0,1,,,,,,,,,0,1,0,1,phone,T1,train,B,X-T1-TIME-PHN,"Shift the time of day in this phone photograph from midday to dusk. Adjust lighting, shadow direction, sky color, and ambient brightness to match dusk. Keep all people, vehicles, objects, structures, and signage exactly as they appear in the original image — same positions, same poses, same details. Make it look as photorealistic as possible. Change as little as possible beyond the lighting and time-of-day cues. Don't change any details of the original photo other than what's needed for the time shift.",0,,0,dusk,,,,,,,,,,,,,,,,,,,,,,,,,,TIME,,item_00548_phone_T1_train_B
casia_Au_arc_30240,casia,,,256,384,phone_T2_train_has_open_surface_space,phone_train_T2,midday,clear,daylight,0,sparse,0,1,,,,,,,,,0,1,0,1,phone,T2,train,C,X-T2-ADD-OBJECT-PHN,"Add a folded receipt to this phone photograph, positioned at approximately the table surface. The object should appear at a scale and perspective consistent with the scene, with lighting and shadow matching the original. Keep everything else in the photograph exactly as it appears. Make it look as photorealistic as possible. The object should look like it has always been in that position.",0,,0,,,,,the table surface,,,,,,,,,,,,,a folded receipt,,,,,,,,,,ADD-OBJECT,item_00597_phone_T2_train_C
casia_Au_arc_30260,casia,,,384,256,phone_T2_train_has_visible_damage,phone_train_T2,midday,clear,daylight,0,empty,0,1,,,,,,,,,1,1,0,1,phone,T2,train,C,X-T2-REMOVE-DAMAGE-PHN,"Remove the visible damage at approximately the center of the surface from this phone photograph. Replace the damaged area with a clean, undamaged surface that matches the surrounding material (paint, metal, plastic, fabric, drywall as appropriate). Keep everything else in the photograph exactly as it appears — same lighting, same composition, same other details. Make it look as photorealistic as possible. The surface should appear as if no damage had ever occurred.",0,,0,,,,,the center of the surface,,,,,,,,,,,,,,,,,,,,,,,REMOVE-DAMAGE,item_00604_phone_T2_train_C
casia_Au_arc_30290,casia,,,384,256,phone_T2_train_has_open_surface_space,phone_train_T2,midday,clear,daylight,0,empty,0,1,,,,,,,,,0,1,0,1,phone,T2,train,C,X-T2-ADD-OBJECT-PHN,"Add a notebook to this phone photograph, positioned at approximately the table surface. The object should appear at a scale and perspective consistent with the scene, with lighting and shadow matching the original. Keep everything else in the photograph exactly as it appears. Make it look as photorealistic as possible. The object should look like it has always been in that position.",0,,0,,,,,the table surface,,,,,,,,,,,,,a notebook,,,,,,,,,,ADD-OBJECT,item_00594_phone_T2_train_C
casia_Au_arc_30304,casia,,,384,256,phone_T1_test,phone_test_T1,midday,clear,daylight,0,empty,0,1,,,,,,,,,0,1,0,1,phone,T1,test,A,X-T1-WEATHER-PHN,"Change the weather in this phone photograph from clear to light snow. Add falling snow and light snow accumulation consistent with light snow. Adjust lighting, sky, and ground appearance to match. Keep all people, vehicles, objects, structures, and signage exactly as they appear in the original image. Make it look as photorealistic as possible. Change as little as possible beyond what the weather change requires. Don't change any details of the original photo other than the weather.",0,,0,,light snow,,,,,,,,,,,,,,,,,,,,,,,,,WEATHER,,item_00673_phone_T1_test_A
casia_Au_arc_30305,casia,,,384,256,phone_T1_train,phone_train_T1,midday,clear,daylight,0,empty,0,1,,,,,,,,,0,1,0,1,phone,T1,train,B,X-T1-LIGHTING-PHN,"Change the lighting in this phone photograph from daylight to dim. Adjust color temperature, contrast, and brightness throughout the image. Do not change the time of day or weather. Keep all people, vehicles, objects, structures, and signage exactly as they appear. Make it look as photorealistic as possible. Change as little as possible beyond the lighting. Don't change any details of the original photo other than the lighting.",0,,0,,,dim,,,,,,,,,,,,,,,,,,,,,,,,LIGHTING,,item_00554_phone_T1_train_B
casia_Au_arc_30313,casia,,,384,256,phone_T1_test,phone_test_T1,midday,clear,daylight,0,empty,0,0,,,,,,,,,0,1,0,0,phone,T1,test,C,X-T1-WEATHER-PHN,"Change the weather in this phone photograph from clear to overcast. Add an overcast sky with diffuse, soft lighting consistent with overcast. Adjust lighting, sky, and ground appearance to match. Keep all people, vehicles, objects, structures, and signage exactly as they appear in the original image. Make it look as photorealistic as possible. Change as little as possible beyond what the weather change requires. Don't change any details of the original photo other than the weather.",0,,0,,overcast,,,,,,,,,,,,,,,,,,,,,,,,,WEATHER,,item_00669_phone_T1_test_C
casia_Au_arc_30314,casia,,,256,384,phone_T2_train_has_visible_damage,phone_train_T2,midday,clear,daylight,0,empty,0,0,,,,,,,,,1,1,0,0,phone,T2,train,C,X-T2-REMOVE-DAMAGE-PHN,"Remove the visible damage at approximately the upper area of the surface from this phone photograph. Replace the damaged area with a clean, undamaged surface that matches the surrounding material (paint, metal, plastic, fabric, drywall as appropriate). Keep everything else in the photograph exactly as it appears — same lighting, same composition, same other details. Make it look as photorealistic as possible. The surface should appear as if no damage had ever occurred.",0,,0,,,,,the upper area of the surface,,,,,,,,,,,,,,,,,,,,,,,REMOVE-DAMAGE,item_00613_phone_T2_train_C
casia_Au_arc_30333,casia,,,384,256,phone_T1_train,phone_train_T1,midday,clear,daylight,0,empty,0,1,,,,,,,,,0,1,0,1,phone,T1,train,C,X-T1-LIGHTING-PHN,"Change the lighting in this phone photograph from daylight to dim. Adjust color temperature, contrast, and brightness throughout the image. Do not change the time of day or weather. Keep all people, vehicles, objects, structures, and signage exactly as they appear. Make it look as photorealistic as possible. Change as little as possible beyond the lighting. Don't change any details of the original photo other than the lighting.",0,,0,,,dim,,,,,,,,,,,,,,,,,,,,,,,,LIGHTING,,item_00522_phone_T1_train_C
casia_Au_arc_30371,casia,,,384,256,phone_T1_train,phone_train_T1,midday,overcast,daylight,0,sparse,0,1,,,,,,,,,0,1,0,1,phone,T1,train,B,X-T1-WEATHER-PHN,"Change the weather in this phone photograph from overcast to fog. Add ground-level fog and reduced visibility consistent with fog. Adjust lighting, sky, and ground appearance to match. Keep all people, vehicles, objects, structures, and signage exactly as they appear in the original image. Make it look as photorealistic as possible. Change as little as possible beyond what the weather change requires. Don't change any details of the original photo other than the weather.",0,,0,,fog,,,,,,,,,,,,,,,,,,,,,,,,,WEATHER,,item_00521_phone_T1_train_B
casia_Au_arc_30372,casia,,,384,256,phone_T2_train_has_undamaged_surface_target,phone_train_T2,midday,clear,daylight,0,sparse,0,1,,,,,,,,,1,1,0,1,phone,T2,train,C,X-T2-ADD-DAMAGE-PHN,"Add visible damage of type chip to the painted surface at approximately the center in this phone photograph. The damage should be consistent with realistic wear or impact — matching the lighting, shadow, and material properties of the surrounding surface. Keep everything else in the photograph exactly as it appears. Make it look as photorealistic as possible. The damage should look organic, as if it had actually occurred.",0,,0,,,,,the center,,,,,,,,,,,chip,painted surface,,,,,,,,,,,ADD-DAMAGE,item_00569_phone_T2_train_C
casia_Au_arc_30386,casia,,,384,256,phone_T1_train,phone_train_T1,midday,clear,daylight,0,empty,0,1,,,,,,,,,0,1,0,1,phone,T1,train,A,X-T1-CROWD-PHN,"Change the number of people visible in this phone photograph from approximately empty to approximately moderate. Add additional people consistent with the setting. Keep the existing scene composition, lighting, and all non-person elements (vehicles, structures, objects, signage) exactly as they appear. Any people added or kept should match the lighting, scale, and style of the original. Make it look as photorealistic as possible. Don't change any details of the original photo other than the people count.",0,,0,,,,moderate,,,,,,,,,,,,,,,,,,,,,,,CROWD,,item_00499_phone_T1_train_A
casia_Au_arc_30405,casia,,,384,256,phone_T2_train_has_visible_damage,phone_train_T2,midday,clear,daylight,0,empty,0,1,,,,,,,,,1,0,0,1,phone,T2,train,A,X-T2-REMOVE-DAMAGE-PHN,"Remove the visible damage at approximately the corner of the surface from this phone photograph. Replace the damaged area with a clean, undamaged surface that matches the surrounding material (paint, metal, plastic, fabric, drywall as appropriate). Keep everything else in the photograph exactly as it appears — same lighting, same composition, same other details. Make it look as photorealistic as possible. The surface should appear as if no damage had ever occurred.",0,,0,,,,,the corner of the surface,,,,,,,,,,,,,,,,,,,,,,,REMOVE-DAMAGE,item_00602_phone_T2_train_A
casia_Au_arc_30407,casia,,,256,384,phone_T1_train,phone_train_T1,midday,overcast,daylight,0,empty,0,1,,,,,,,,,1,0,0,1,phone,T1,train,A,X-T1-TIME-PHN,"Shift the time of day in this phone photograph from midday to night. Adjust lighting, shadow direction, sky color, and ambient brightness to match night. Keep all people, vehicles, objects, structures, and signage exactly as they appear in the original image — same positions, same poses, same details. Make it look as photorealistic as possible. Change as little as possible beyond the lighting and time-of-day cues. Don't change any details of the original photo other than what's needed for the time shift.",0,,0,night,,,,,,,,,,,,,,,,,,,,,,,,,,TIME,,item_00556_phone_T1_train_A
casia_Au_arc_30412,casia,,,384,256,phone_T2_train_has_visible_damage,phone_train_T2,midday,clear,daylight,0,empty,0,0,,,,,,,,,1,0,0,0,phone,T2,train,A,X-T2-REMOVE-DAMAGE-PHN,"Remove the visible damage at approximately the upper area of the surface from this phone photograph. Replace the damaged area with a clean, undamaged surface that matches the surrounding material (paint, metal, plastic, fabric, drywall as appropriate). Keep everything else in the photograph exactly as it appears — same lighting, same composition, same other details. Make it look as photorealistic as possible. The surface should appear as if no damage had ever occurred.",0,,0,,,,,the upper area of the surface,,,,,,,,,,,,,,,,,,,,,,,REMOVE-DAMAGE,item_00617_phone_T2_train_A
casia_Au_arc_30433,casia,,,256,384,phone_T1_test,phone_test_T1,midday,clear,daylight,0,empty,0,1,,,,,,,,,0,1,0,1,phone,T1,test,B,X-T1-WEATHER-PHN,"Change the weather in this phone photograph from clear to overcast. Add an overcast sky with diffuse, soft lighting consistent with overcast. Adjust lighting, sky, and ground appearance to match. Keep all people, vehicles, objects, structures, and signage exactly as they appear in the original image. Make it look as photorealistic as possible. Change as little as possible beyond what the weather change requires. Don't change any details of the original photo other than the weather.",0,,0,,overcast,,,,,,,,,,,,,,,,,,,,,,,,,WEATHER,,item_00653_phone_T1_test_B
casia_Au_arc_30471,casia,,,384,256,phone_T1_train,phone_train_T1,midday,clear,daylight,0,empty,0,1,,,,,,,,,1,0,0,1,phone,T1,train,C,X-T1-CROWD-PHN,"Change the number of people visible in this phone photograph from approximately empty to approximately crowded. Add additional people consistent with the setting. Keep the existing scene composition, lighting, and all non-person elements (vehicles, structures, objects, signage) exactly as they appear. Any people added or kept should match the lighting, scale, and style of the original. Make it look as photorealistic as possible. Don't change any details of the original photo other than the people count.",0,,0,,,,crowded,,,,,,,,,,,,,,,,,,,,,,,CROWD,,item_00531_phone_T1_train_C
casia_Au_arc_30500,casia,,,384,256,phone_T2_train_has_visible_damage,phone_train_T2,midday,overcast,daylight,0,empty,0,1,,,,,,,,,1,1,0,1,phone,T2,train,A,X-T2-REMOVE-DAMAGE-PHN,"Remove the visible damage at approximately the center of the surface from this phone photograph. Replace the damaged area with a clean, undamaged surface that matches the surrounding material (paint, metal, plastic, fabric, drywall as appropriate). Keep everything else in the photograph exactly as it appears — same lighting, same composition, same other details. Make it look as photorealistic as possible. The surface should appear as if no damage had ever occurred.",0,,0,,,,,the center of the surface,,,,,,,,,,,,,,,,,,,,,,,REMOVE-DAMAGE,item_00608_phone_T2_train_A
